venue_id,venue_name,city_name,n_events,n_artists,capacity,capacity_source
63d04e87,The Hollywood Comedy,Los Angeles,1,1,500,default_small_club
6bd06636,Pageant Theatre,Chico,1,1,1200,heuristic_theater
13d05945,Hoopa Valley High School,Hoopa,1,1,500,default_small_club
73d44a0d,"",West Hollywood,1,1,500,default_small_club
53d01b11,Dying Breed Brewing,Oakdale,1,1,500,default_small_club
7bd0e688,Emerald Glen Park,Dublin,1,1,500,default_small_club
4bd48b96,The Merc,Temecula,1,1,500,default_small_club
13d13555,Salton City Surf Club,Salton City,1,1,500,default_small_club
7bd4bec0,"",Santa Clara,1,1,500,default_small_club
3bd48cd8,Moraga Commons Park,Moraga,1,1,500,default_small_club
1bdfa97c,Private venue,Porterville,1,1,500,default_small_club
4bd153ea,Happy Hour SC,Los Angeles,1,1,500,default_small_club
4bd6db1a,Treasure Island,San Francisco,1,1,500,default_small_club
4bd3977a,Yost Theater,Santa Ana,1,1,1200,heuristic_theater
43d473d7,Zipper Concert Hall at the Colburn School,Los Angeles,1,1,1500,heuristic_concert_hall
33d134fd,Pink Haus,San Diego,1,1,500,default_small_club
1bd059c4,Revel Revel,San Diego,1,1,500,default_small_club
1bd2e14c,Private Venue,San Francisco,1,1,500,default_small_club
4bd26f56,Bach Dynamite & Dancing Society,Half Moon Bay,1,1,500,default_small_club
4bd79356,Mateel Community Center,Redway,1,1,500,default_small_club
13d2a1b1,Pico Union Project,Los Angeles,1,1,500,default_small_club
63d2529b,Honda Stage at the iHeartRadio Theater,Burbank,1,1,1200,heuristic_theater
1bd67dc4,San Francisco Conservatory of Music,San Francisco,1,1,500,default_small_club
bde297e,Musiclandria,Sacramento,1,1,500,default_small_club
23d1f837,The Garage Bar,Ventura,1,1,200,heuristic_bar
23d67c3b,"",Santa Barbara,1,1,500,default_small_club
6bd53e32,Frogee's Cocktail,Apple Valley,1,1,500,default_small_club
4bd00702,The North End,Los Angeles,1,1,500,default_small_club
13d3a19d,El Rey Theater,Chico,1,1,1200,heuristic_theater
bde19a2,Urban MO’s Bar & Grill,San Diego,1,1,200,heuristic_bar
1bd5d558,Constellation,San Diego,1,1,500,default_small_club
1bd0d168,Footsies,Los Angeles,1,1,500,default_small_club
43d667f3,Anaheim Convention Center,Anaheim,1,1,5000,heuristic_convention
73d182e5,Special Events Center,Indio,1,1,500,default_small_club
6bd186f2,Forli Restaurant,Alamo,1,1,500,default_small_club
1bd38d84,"University of California, Santa Cruz",Santa Cruz,1,1,500,default_small_club
73d04e8d,The Greenway Amphitheatre,Los Angeles,1,1,8000,heuristic_amphitheatre
33d1bc89,Impulse Music Co.,Santa Clarita,1,1,500,default_small_club
2bd7100e,Grant & Green Saloon,San Francisco,1,1,500,default_small_club
63d0522f,Benchmark Climbing,Berkeley,1,1,500,default_small_club
23d6d00f,KCRW Studios,Santa Monica,1,1,500,default_small_club
7bdeb228,SoCal Sound Studios,Los Angeles,1,1,500,default_small_club
23d05c63,Flight Deck Sports Bar & Grill,South Lake Tahoe,1,1,200,heuristic_bar
6bd5be12,No Vacancy,Los Angeles,1,1,500,default_small_club
bd39dae,Joshua Tree Lake RV & Campground,Joshua Tree,1,1,500,default_small_club
53d77b39,San Jose Improv,San Jose,1,1,500,default_small_club
6bd092fe,Zeitgeist,San Francisco,1,1,500,default_small_club
6bd0fa42,Historic Hemet Theater,Hemet,1,1,1200,heuristic_theater
43d007d7,Rök House Brewing Company,Upland,1,1,500,default_small_club
53d05705,The Best Show,Los Angeles,1,1,500,default_small_club
23d4108f,Agape International Spiritual Center,Culver City,1,1,500,default_small_club
7bd11688,Cold Crush,Lancaster,1,1,500,default_small_club
53d7e3e5,Thornton Winery,Temecula,1,1,500,default_small_club
3bdec4ac,Naggiar Vineyards,Grass Valley,1,1,500,default_small_club
43deefaf,Naughty Pine Brewing Company,Thousand Oaks,1,1,500,default_small_club
43d50b8b,The Marjorie Luke Theatre,Santa Barbara,1,1,1200,heuristic_theater
2bd0402a,The Pearl,Locke,1,1,500,default_small_club
3bd0508c,Private Venue,Los Angeles,1,1,500,default_small_club
4bd063c2,Loomis Park Plaza,Loomis,1,1,1500,heuristic_plaza
73d4e6f9,Musicians Institute Auditorium,Los Angeles,1,1,2500,heuristic_auditorium
4bd1e7f2,The Baltic Kiss,Richmond,1,1,500,default_small_club
7bd44a04,Arcata Playhouse,Arcata,1,1,500,default_small_club
43d6335b,The Lab,San Francisco,1,1,500,default_small_club
6bd212f2,The Gardens on El Paseo,Palm Desert,1,1,500,heuristic_garden
1bd23550,World Records,Bakersfield,1,1,500,default_small_club
43d06bff,Port of Redwood City,Redwood City,1,1,500,default_small_club
6bd05652,Gnarly Deli,Chico,1,1,500,default_small_club
63d0164f,Stone Junction,Garberville,1,1,500,default_small_club
3d2d197,Dynasty Typewriter At The Hayworth,Los Angeles,1,1,500,default_small_club
7bd3e204,Copper Blues,Brea,1,1,500,default_small_club
43d06be7,Lighthouse Restaurant & Bar,Canyon Lake,1,1,200,heuristic_bar
63d0f2f7,Mission Bay Park,San Diego,1,1,500,default_small_club
1bd595a8,"Delta Room, House of Blues",San Diego,1,1,500,default_small_club
53d7f325,River Theater,Guerneville,1,1,1200,heuristic_theater
73d0e2b9,Frandy Park Campground,Kernville,1,1,500,default_small_club
1bd181e0,Auburn State Theatre,Auburn,1,1,1200,heuristic_theater
bd3998e,"",Northridge,1,1,500,default_small_club
33d2d0ed,Private Venue,West Hollywood,1,1,500,default_small_club
33d0cc81,Silverado Park,Long Beach,1,1,500,default_small_club
7bd052d8,Drop84,Berkeley,1,1,500,default_small_club
6bde2e3a,Berkeley Horticulture Nursery,Berkeley,1,1,500,default_small_club
43d17bc7,The Golden Squirrel,Oakland,1,1,500,default_small_club
63de2e2f,Kentucky Mine Museum,Sierra City,1,1,500,default_small_club
4bd4fb0e,Ruth Finley Person Theatre,Santa Rosa,1,1,1200,heuristic_theater
73d15e59,Auburn Odd Fellows Lodge,Auburn,1,1,500,default_small_club
3bd0d4c8,Murphys Irish Pub,Murphys,1,1,200,heuristic_pub
3bd064a4,Traffic Records,Atascadero,1,1,500,default_small_club
4bd1af06,"",Angwin,1,1,500,default_small_club
1bd00d9c,Denmark Street Barn,Sonoma,1,1,200,heuristic_bar
4bd397da,Sydney Goldstein Theater,San Francisco,1,1,1200,heuristic_theater
3bd1cc5c,The New Scotland Yard Pub,Los Angeles,1,1,200,heuristic_pub
23d454f3,Black Oak Casino,Tuolumne,1,1,500,default_small_club
53d06315,The Pearl,San Francisco,1,1,500,default_small_club
53d073b1,Central Park at Mill Creek,Bakersfield,1,1,500,default_small_club
6bd18a86,Garcia Center For The Arts,San Bernardino,1,1,500,default_small_club
4bd47fbe,Black Cat Bar,San Diego,1,1,200,heuristic_bar
3bd4600c,Boom Boom Room,San Francisco,1,1,500,default_small_club
7bd06618,The Caviar Co.,Tiburon,1,1,500,default_small_club
53d4d721,Santa Fe Springs Swap Meet,Santa Fe Springs,1,1,500,default_small_club
53d05bcd,Rancho Bernardo Community Presbyterian Church,San Diego,1,1,500,default_small_club
1bd1e1fc,King Bar,Lancaster,1,1,200,heuristic_bar
5bd25f0c,Private Venue,Los Angeles,1,1,500,default_small_club
23d0588b,The King,Lancaster,1,1,500,default_small_club
3d255bf,Book Passage,Corte Madera,1,1,500,default_small_club
2bd04c46,Whammy! Analog Media,Los Angeles,1,1,500,default_small_club
23d2706b,Ojai Underground Exchange,Ojai,1,1,500,default_small_club
33d04c35,Poppy,Los Angeles,1,1,500,default_small_club
63d22ecb,San Francisco Botanical Garden,San Francisco,1,1,500,heuristic_garden
4bd5db9a,Haugh Performing Arts Center,Glendora,1,1,500,default_small_club
7bd04eb0,5th Avenue Landing,San Diego,1,1,500,default_small_club
53d063c1,Boulevard Park Neighborhood,Sacramento,1,1,500,default_small_club
3d185ab,Maxson Road House,South El Monte,1,1,500,default_small_club
1bd05d58,Solaris Beer & Blending,Murrieta,1,1,500,default_small_club
bd29146,"VMware, Inc",Palo Alto,1,1,500,default_small_club
53def345,Bird School,San Francisco,1,1,500,default_small_club
53d067b1,Svedale,Morgan Hill,1,1,500,default_small_club
4bd5931e,South Bay Customs,El Segundo,1,1,500,default_small_club
73d2c2f1,Improv Comedy Club,Irvine,1,1,500,default_small_club
6bd2a68a,Bogies Bar,Westlake Village,1,1,200,heuristic_bar
53d36331,Private Venue,Mill Valley,1,1,500,default_small_club
7bd7f200,Hard Rock Cafe,Los Angeles,1,1,150,heuristic_cafe
13d53d6d,Los Encinos State Historic Park,Los Angeles,1,1,500,default_small_club
73d7ce2d,Arlene Francis Center,Santa Rosa,1,1,500,default_small_club
4bd56b6a,City Nights Club,San Francisco,1,1,500,default_small_club
63d29243,Pike Restaurant and Bar,Long Beach,1,1,200,heuristic_bar
1bd1d560,Hapa's Brewing Company,San Jose,1,1,500,default_small_club
1bd04908,Cathedral City Community Amphitheater,Cathedral City,1,1,8000,heuristic_amphitheatre
4bd1bf62,Daddy Diamonds,Los Angeles,1,1,500,default_small_club
5bd2e76c,Den of Sin,Sacramento,1,1,500,default_small_club
23d0e8a3,Spoke bicycle cafe,Los Angeles,1,1,500,default_small_club
2bd37c8e,Los Angeles Marriott Burbank Airport,Burbank,1,1,500,default_small_club
2bd12c46,Ascendo Coffee,San Luis Obispo,1,1,100,heuristic_coffee
73d71215,The Saloon,San Francisco,1,1,500,default_small_club
6bd06e62,SmileFest,Los Angeles,1,1,500,default_small_club
6bd39602,Carriage House Theatre,Saratoga,1,1,1200,heuristic_theater
3bd05040,Tao,Los Angeles,1,1,500,default_small_club
3bd39854,Chapman University,Orange,1,1,500,default_small_club
23d05023,The Stowaway,Los Angeles,1,1,500,default_small_club
33d554b9,Fort Mason Center for the Arts & Culture,San Francisco,1,1,500,default_small_club
7bd32af4,The Lost Church Santa Rosa,Santa Rosa,1,1,500,default_small_club
bd7c98a,ATA Gallery,San Francisco,1,1,500,default_small_club
53de6381,Rhythm n Vibes,Los Angeles,1,1,500,default_small_club
33d06811,Coyote Sonoma,Healdsburg,1,1,500,default_small_club
5bd7ebc0,The Del Monte Townhouse,Venice,1,1,500,default_small_club
4bd05bd6,ETA,Los Angeles,1,1,500,default_small_club
53d0cf3d,Magic Box,Los Angeles,1,1,500,default_small_club
73d06659,Shepherd of the Hills UMC,Mission Viejo,1,1,500,default_small_club
43d0b36b,Outer Sunset Farmers Market & Mercantile,San Francisco,1,1,500,default_small_club
2bd0241a,The Thirsty Axe,Ukiah,1,1,500,default_small_club
53d3bb69,Rava Wines + Events,Paso Robles,1,1,500,default_small_club
4bd6530e,LA Center Studios,Los Angeles,1,1,500,default_small_club
33d398a5,Palos Verdes Performing Arts,Rolling Hills Estates,1,1,500,default_small_club
53d41f5d,Alamitos Beach,Long Beach,1,1,500,default_small_club
2bd2a0d2,Sausalito Cruising Club,Sausalito,1,1,500,default_small_club
3bd1b894,The Awe Bar,Yucca Valley,1,1,200,heuristic_bar
63d0565f,The Crac Brewery,Carson,1,1,500,default_small_club
1bd7710c,Balboa Park,San Diego,1,1,500,default_small_club
53d1bfb9,Hollywood Pantages Theatre,Los Angeles,1,1,1200,heuristic_theater
7bd2521c,The Riptide,San Francisco,1,1,500,default_small_club
7bd1769c,House Show,Santa Cruz,1,1,500,default_small_club
6bd066e6,Gre Records & Coffee,Palm Springs,1,1,100,heuristic_coffee
7bd3aa14,USS Hornet Museum,Alameda,1,1,500,default_small_club
53d2975d,KALX-FM,Berkeley,1,1,500,default_small_club
73d1ba71,Newport Civic Center,Newport Beach,1,1,500,default_small_club
7bd2e298,Fox Theater,San Francisco,1,1,1200,heuristic_theater
7bd56a44,Junior High,Los Angeles,1,1,500,default_small_club
73d23a21,Spectrum Amphitheatre,Bakersfield,1,1,8000,heuristic_amphitheatre
33d06021,Dark Thirty (house concerts),Lakeside,1,1,500,default_small_club
7bd28ebc,Spaghettini,Seal Beach,1,1,500,default_small_club
43d517af,Tooth & Nail Winery,Paso Robles,1,1,500,default_small_club
53d6dbbd,Birch North Park Theatre,San Diego,1,1,1200,heuristic_theater
1bd02d4c,The Inn at Spanish Bay,Pebble Beach,1,1,500,default_small_club
53d29bf5,Halvorsen Park,Eureka,1,1,500,default_small_club
4bd45f72,Lewis Family Playhouse,Rancho Cucamonga,1,1,500,default_small_club
63d05e0b,Palomar Medical Center Escondido,Escondido,1,1,500,default_small_club
2bd770fe,Irvine Barclay Theatre,Irvine,1,1,1200,heuristic_theater
43d7336b,Torch Club,Sacramento,1,1,500,default_small_club
3bd064f4,Silverado Country Club,Napa,1,1,500,default_small_club
5bd243dc,Oakland Secret,Oakland,1,1,500,default_small_club
4bd05bf6,"F.O.E. Hall,",National City,1,1,800,heuristic_hall
73d06a95,Bawir Retreat,Loomis,1,1,500,default_small_club
7bdfae88,Poor Richards Pizza,Springville,1,1,500,default_small_club
3bd0e040,Agua Caliente Casino,Palm Springs,1,1,500,default_small_club
3d39117,The Bancroft Bar,Spring Valley,1,1,200,heuristic_bar
63d04edb,Five Suns Brewery,Martinez,1,1,500,default_small_club
73d00e31,All Kinds Studios,Ventura,1,1,500,default_small_club
23d07c8b,Fox Wine Co.,Santa Barbara,1,1,500,default_small_club
1bd361d0,The Russ Room,Sacramento,1,1,500,default_small_club
43d0fbdf,The Haven,Pomona,1,1,500,default_small_club
13dfa97d,Burton Middle School,Porterville,1,1,500,default_small_club
3bd27c7c,Mondavi Center for the Performing Arts,Davis,1,1,500,default_small_club
3d0ad73,Kresge Town Hall,Santa Cruz,1,1,800,heuristic_hall
53d063cd,Community Farmer's Market,Ojai,1,1,500,default_small_club
13d0e191,Siren's Song Tavern,Eureka,1,1,250,heuristic_tavern
bd05d02,Berkley Sound,San Diego,1,1,500,default_small_club
6bd2967e,Wilson Creek Winery,Temecula,1,1,500,default_small_club
3bd638a4,Village Recording Studios,Los Angeles,1,1,500,default_small_club
63d31a8b,SiriusXM Studios,Los Angeles,1,1,500,default_small_club
53d2d701,Private Venue,San Diego,1,1,500,default_small_club
bd1f95e,The Red Museum,Sacramento,1,1,500,default_small_club
4bd5bbf6,Madame Siam,Los Angeles,1,1,300,operator
43d0cb03,Tromaville,Los Angeles,1,1,500,default_small_club
73d0ea59,The New Farm,San Francisco,1,1,500,default_small_club
4bd097d6,Oscar's,Palm Springs,1,1,500,default_small_club
23d134d7,Lab Social Speakeasy,Santa Barbara,1,1,500,default_small_club
4bd36fae,Festival of the Arts Ground,Laguna Beach,1,1,500,default_small_club
43d24313,Live House Hollywood,Los Angeles,1,1,500,default_small_club
13d62165,University of Southern California,Los Angeles,1,1,500,default_small_club
bd469e2,Chico Women's Club,Chico,1,1,500,default_small_club
5bd4a754,Sheraton-Universal Hotel,Los Angeles,1,1,500,default_small_club
63d0faa7,Folsom Hotel Saloon,Folsom,1,1,500,default_small_club
1bd051d4,Player One Arcade Bar,Los Angeles,1,1,200,heuristic_bar
5bd5bf18,Walt Disney Studios,Burbank,1,1,500,default_small_club
1bd029f8,Secret Island,Long Beach,1,1,500,default_small_club
6bd04a8a,Pilgrim United Church of Christ,Carlsbad,1,1,500,default_small_club
73d0d699,Malainey's Grill,Long Beach,1,1,500,default_small_club
5bd36f90,"",Vista,1,1,500,default_small_club
33d38ca9,Herb Alpert's Vibrato Grill Jazz,Los Angeles,1,1,500,default_small_club
33d3e8cd,The Eagle,Los Angeles,1,1,500,default_small_club
13d26d9d,No Name Bar,Sausalito,1,1,200,heuristic_bar
13d0c5d9,Lost Chord Guitars,Solvang,1,1,500,default_small_club
1bd56d40,The Center For New Music,San Francisco,1,1,500,default_small_club
23d0189b,Public Square Coffee House,La Mesa,1,1,200,heuristic_pub
53d3a30d,Ashkenaz Music & Dance Community Center,Berkeley,1,1,500,default_small_club
2bd394d6,Warner Grand Theatre,San Pedro,1,1,1200,heuristic_theater
73d196e1,Blue Mountain Event Center,Wilseyville,1,1,500,default_small_club
1bd3a184,Harris Center for the Arts,Folsom,1,1,500,default_small_club
3dfa1fb,Poplar Creek Golf Course,San Mateo,1,1,500,default_small_club
23d63c13,Popscene,San Francisco,1,1,500,default_small_club
23d1bc7f,The Sycamore,San Francisco,1,1,500,default_small_club
33d0502d,Tennessee Jack's,Long Beach,1,1,500,default_small_club
73d482c5,Narducci's Cafe,Bakersfield,1,1,150,heuristic_cafe
2bd134d6,Rideau Vineyard,Solvang,1,1,500,default_small_club
7bd00e30,Giant Rock,Joshua Tree,1,1,500,default_small_club
1bd1b96c,Libretto,Paso Robles,1,1,500,default_small_club
13de2969,Reds Meadow,Mammoth,1,1,500,default_small_club
2bd1f462,Kool Deth Headquarters,Soquel,1,1,500,default_small_club
1bd71d4c,Sunset Center,Carmel-by-the-Sea,1,1,500,default_small_club
7bd7a63c,Long Beach Convention Center,Long Beach,1,1,5000,heuristic_convention
23d390c7,Grand Theatre Center for the Arts,Tracy,1,1,1200,heuristic_theater
53d583d9,Whiskey Richards,Santa Barbara,1,1,500,default_small_club
3d051e7,Audiowild Studios,Idyllwild,1,1,500,default_small_club
5bd153f4,Tirebiter Brewery,Los Angeles,1,1,500,default_small_club
13d01d99,Alila Marea Beach Resort,Encinitas,1,1,500,default_small_club
7bd2b62c,Sonoma-Marin Fairgrounds,Petaluma,1,1,8000,heuristic_fairgrounds
43d1938f,Wildwood Skate Shop,Lodi,1,1,500,default_small_club
73d592a9,Santa Clarita Performing Arts Center at College of the Canyons,Santa Clarita,1,1,500,default_small_club
3bd064f0,Simi Valley Cultural Arts Center,Simi Valley,1,1,500,default_small_club
13d539f1,California State Capitol,Sacramento,1,1,500,default_small_club
1bd00958,Oracle Tavern Bar,Los Angeles,1,1,250,heuristic_tavern
4bd04b42,HITKOR,Los Angeles,1,1,500,default_small_club
13d0f505,Ruhstaller Farm and Beer Brewery,Dixon,1,1,500,default_small_club
63d54263,Alameda County Fairgrounds,Pleasanton,1,1,8000,heuristic_fairgrounds
7bd35eac,"",Garden Grove,1,1,500,default_small_club
6bd10a3a,201 Marin Street,San Rafael,1,1,500,default_small_club
13d13551,Seven Grand,Los Angeles,1,1,500,default_small_club
4bd5d7fa,The Mondrian,West Hollywood,1,1,500,default_small_club
2bd5101e,Sans Souci Cocktail Lounge,Ventura,1,1,300,heuristic_lounge
4bd7535a,West Hollywood Park,West Hollywood,1,1,500,default_small_club
7bd06e68,WildCat Studios,Escondido,1,1,500,default_small_club
7bd182e4,Coachella Crossroads,Coachella,1,1,500,default_small_club
13d2eded,The Locker Room,Garden Grove,1,1,500,default_small_club
2bd0449e,Taylor Junction,Joshua Tree,1,1,500,default_small_club
7bd5862c,Riverside County Fairgrounds,Indio,1,1,8000,heuristic_fairgrounds
2bd1c0ee,Redding Roots Revival,Redding,1,1,500,default_small_club
53d4d3b5,"",Walnut Creek,1,1,500,default_small_club
13d73d49,The Hood,Palm Desert,1,1,500,default_small_club
4bd18326,La Salles,Chico,1,1,500,default_small_club
1bd39d58,Wilson Theater,Fresno,1,1,1200,heuristic_theater
5bd2b778,Presqu'ile Winery,Santa Maria,1,1,500,default_small_club
3bd1f474,Hatch Workshop,Stockton,1,1,500,default_small_club
bd44996,Sofar Sounds,Los Angeles,1,1,500,default_small_club
3bd618a8,The Smell,Los Angeles,1,1,500,default_small_club
43d293ab,The Complex,Oakland,1,1,500,default_small_club
23d38c03,Pure Nightclub,Sunnyvale,1,1,500,default_small_club
33d38c55,The Granada Theatre,Santa Barbara,1,1,1200,heuristic_theater
7bd0e27c,The Majestic Downtown,Los Angeles,1,1,500,default_small_club
7bd5ae4c,Montgomery Theater,San Jose,1,1,1200,heuristic_theater
2bd194e2,Inkonsiderate Boardwalk,Riverside,1,1,500,default_small_club
6bd7a23a,Tales from the Tavern,Santa Ynez,1,1,250,heuristic_tavern
53d79fed,Que Sera,Long Beach,1,1,500,default_small_club
73de2e21,House Concert,Castro Valley,1,1,500,default_small_club
53d0dbbd,The Green Room Social Club,Placerville,1,1,500,default_small_club
3bd050d0,Green Hills Country Club,Millbrae,1,1,500,default_small_club
2bd6309a,Calaveras County Fairgrounds,Angels Camp,1,1,8000,heuristic_fairgrounds
73d26201,The Vine,Ojai,1,1,500,default_small_club
43d7c7f7,Rock Church,San Diego,1,1,500,default_small_club
33dee8bd,The Whiskey Tip,Santa Rosa,1,1,500,default_small_club
33d1ac5d,Toby's Feed Barn,Point Reyes Station,1,1,200,heuristic_bar
3d3ed4f,Montalvo Arts Center,Saratoga,1,1,500,default_small_club
23d67027,Heritage Theatre,Campbell,1,1,1200,heuristic_theater
53d6c7e1,Amoeba Records,San Francisco,1,1,500,default_small_club
4bd1bb4e,Little Yellow House,Corona,1,1,500,default_small_club
2bd39086,Universal Studios Hollywood,Universal City,1,1,500,default_small_club
6bd272e2,Broadway Pier,San Diego,1,1,500,default_small_club
33d23481,Marin Country Club,Novato,1,1,500,default_small_club
5bd0c780,San Diego Civic Theatre,San Diego,1,1,1200,heuristic_theater
33d30865,Private Venue,Los Angeles,1,1,500,default_small_club
6bd552d2,Highland Park Ebell Club,Los Angeles,1,1,500,default_small_club
73d6da29,Chukchansi Park,Fresno,1,1,500,default_small_club
33d39c01,Skyloft,Laguna Beach,1,1,500,default_small_club
43d0531f,Vroman's Bookstore,Pasadena,1,1,500,default_small_club
5bd2ffdc,The Big Easy,Petaluma,1,1,500,default_small_club
73d0725d,MakeOutMusic,Los Angeles,1,1,500,default_small_club
53dfabbd,Santa Lucia Preserve,Carmel-by-the-Sea,1,1,500,default_small_club
5bd27384,Mare Island Brewing Co.,Vallejo,1,1,500,default_small_club
7bde8680,Los Arcos Night Club,Fresno,1,1,500,default_small_club
bd729da,Dougherty Valley Performing Arts Center,San Ramon,1,1,500,default_small_club
63d54e8f,Ireland's 32,Los Angeles,1,1,500,default_small_club
2bd18c5e,3D Live And Capture Studios,Los Angeles,1,1,500,default_small_club
2bd05c56,Hungarian Cultural Alliance - Magtár,Los Angeles,1,1,500,default_small_club
1bd6c92c,Ventura County Fairgrounds,Ventura,1,1,8000,heuristic_fairgrounds
4bd053e2,Private Venue,Los Angeles,1,1,500,default_small_club
23d59c23,The Epic Lounge,Downey,1,1,300,heuristic_lounge
23d06c7f,Oakdale Rodeo Grounds,Oakdale,1,1,500,default_small_club
13d5c1f1,Monty Bar,Los Angeles,1,1,200,heuristic_bar
2bd040b6,Twin Lotus Thai,Sacramento,1,1,500,default_small_club
33d46055,Old World,Huntington Beach,1,1,500,default_small_club
63d1f2bb,Abbott Square,Santa Cruz,1,1,500,default_small_club
23d2707f,Licorice Pizza Record Store,Los Angeles,1,1,500,default_small_club
6bd07e82,The Last Call,Los Angeles,1,1,500,default_small_club
6bd5ae46,Bazaar Cafe,San Francisco,1,1,150,heuristic_cafe
33d7a4e1,The Satellite,Los Angeles,1,1,500,default_small_club
53d79b0d,Luckman Fine Arts Complex,Los Angeles,1,1,500,default_small_club
1bd061b0,Blue Owl,Santa Barbara,1,1,500,default_small_club
53d42fd9,Downtown,San Jose,1,1,500,default_small_club
23d5185f,The Observatory Grounds,Santa Ana,1,1,500,default_small_club
6bd5fafa,L.A. River Studios,Los Angeles,1,1,500,default_small_club
bd13556,Cascade Lounge,Palm Springs,1,1,300,heuristic_lounge
1bd1fd78,Dominican University of California,San Rafael,1,1,500,default_small_club
53d04fa9,California Botanic Garden,Claremont,1,1,500,heuristic_garden
33d4e481,Los Angeles Convention Center,Los Angeles,1,1,5000,heuristic_convention
23d2a453,Twin Oaks Roadhouse,Penngrove,1,1,500,default_small_club
23d4f89b,Silverlake Conservatory of Music,Los Angeles,1,1,500,default_small_club
33d10471,Rock & Roll Pizza at Harley's Valley Bowl,Simi Valley,1,1,500,default_small_club
33d0503d,Drake's: The Barn,West Sacramento,1,1,200,heuristic_bar
53d04305,McClaren Hall Room 252,San Francisco,1,1,800,heuristic_hall
3d16d3f,Devils Parlor,Oakland,1,1,500,default_small_club
bd171aa,UC Santa Barbara Events Center,University of California Santa Barbara Campus,1,1,200,heuristic_bar
3bd2049c,Fireside Lounge,Alameda,1,1,300,heuristic_lounge
